user,n_decisions,H_real,H_window_real,H_window_shuffle_mean,H_window_shuffle_std,z_window,p_emp_lower
226,75,0.8892881527272397,0.725468855988004,0.7264820954490376,0.04523265183252992,-0.022400620347996242,0.453181872725091
227,75,0.9426831892554922,0.6304494848111935,0.7822461917747834,0.046482653734793516,-3.265663527509963,0.003959841606335747
228,74,0.9994730201859836,0.8375626235334562,0.8424803883360351,0.04759137260748194,-0.10333311550265628,0.41962321507139716
230,75,0.931055823385033,0.6886582859011368,0.7699142244355275,0.045985106058536715,-1.7670055698241953,0.05419783208671653
231,50,0.9953784388202257,0.7160196086959797,0.8430708152114654,0.057362912257676764,-2.214866740809219,0.029918803247870086
232,50,0.9988455359952018,0.7360342127574048,0.8462845921689139,0.05717204477367152,-1.9283966464372624,0.043358265669373224
233,75,0.10215803640865039,0.010168001336441723,0.04818981881387844,0.008547817215815335,-4.4481317882053,0.025678972841086358
234,75,0.9426831892554922,0.6094053299181815,0.7821154368888161,0.046344748515625415,-3.7266381305835403,0.001079956801727931
235,75,0.9709505944546686,0.8766059735461799,0.8119457450325246,0.0473585407374685,1.3653340560491183,0.9346026158953642
236,75,0.9967916319816366,0.7612505996964856,0.8391035932540828,0.04735192417641797,-1.644135796204229,0.0655573777048918
237,75,0.9988455359952018,0.9085262819957618,0.8414269048522323,0.04740476112910652,1.415456497308042,0.9511219551217951
238,74,0.9867867202680318,0.8823731218065531,0.8284644025997455,0.047645180925764995,1.1314621575433141,0.8853245870165194
239,75,0.6652735227649414,0.4866811616607523,0.5015624630540699,0.037998625047371865,-0.391627364799792,0.33194672213111476
240,75,0.9844268978000114,0.904310770626798,0.8266224537299083,0.04691898029987563,1.6557972146955555,0.9759209631614736
241,75,0.9844268978000114,0.7914005275957465,0.8265476380804228,0.04696245940261749,-0.7484086423871845,0.21623135074597016
242,75,0.9967916319816366,0.8632846891709668,0.8394041008484338,0.04721384676569976,0.5057962855905648,0.6619335226590937
244,72,0.972552316568843,0.8504711373678076,0.8145185712421694,0.0474997264806653,0.7569004874222292,0.7565297388104476
245,50,0.9953784388202257,0.8691864926253273,0.8427427897791296,0.057278820053256345,0.46166633358737175,0.6464941402343907
246,50,0.9988455359952018,0.9227753098396426,0.8465313593422442,0.057534254487379,1.3251922906922111,0.9516019359225631
247,75,0.931055823385033,0.7563269361073935,0.7700060576555281,0.046593202066817,-0.29358620874603136,0.35210591576336947
248,75,0.9967916319816366,0.7359909334345102,0.8396359304735568,0.04708285347352185,-2.201332106970403,0.027318907243710253
249,75,0.8729882944709463,0.7731555796314417,0.7091163469649505,0.045655005719149475,1.4026771360063726,0.9355625774969001
250,75,0.931055823385033,0.7356368573244457,0.7698556850739184,0.046424132842457354,-0.7370913715415222,0.21507139714411425
251,25,0.9043814577244937,0.8405102375384608,0.7631588950703817,0.0800418327843992,0.9663864479019708,0.8324867005319787
252,75,0.9988455359952018,0.928862284668645,0.8413802033951209,0.047011818142953035,1.8608529669605525,0.9936002559897604
254,75,0.999871756640849,0.898004204549256,0.8423414573738545,0.0473974769052676,1.174382072840155,0.9028838846446142
255,75,0.9709505944546686,0.8355798920903488,0.8116325794131786,0.04700881714722427,0.5094217240602112,0.672093116275349
256,50,0.8554508105601306,0.5904668965416557,0.6955846142556253,0.05595828102513153,-1.878501551303193,0.04391824327026919
257,75,0.9043814577244937,0.7503744461399154,0.7420016443452303,0.04609942300202721,0.18162487184095435,0.5499380024799008
258,50,0.9814538950336537,0.8534924036060367,0.8278180989262752,0.0574768677793345,0.4466893495019672,0.640454381824727
259,75,0.9988455359952018,0.8015685289321881,0.8417787676671762,0.04733409599439713,-0.8494983983585048,0.19103235870565177
260,75,0.9626147059982517,0.5519046810483663,0.8028802893967726,0.04743199599778973,-5.291272337771773,0.00023999040038398463
