id,series,index,round,date,price,diff,result,expert
1,1,IBEX,1,2007-02-14,14905.7,0.55,1,1
2,1,IBEX,2,2007-02-15,14876.9,-0.19,-1,-1
3,1,IBEX,3,2007-02-16,14851.2,-0.17,-1,1
4,1,IBEX,4,2007-02-19,14915.8,0.43,1,1
5,1,IBEX,5,2007-02-20,14886.1,-0.2,-1,-1
6,1,IBEX,6,2007-02-21,14788.8,-0.65,-1,-1
7,1,IBEX,7,2007-02-22,14791.3,0.02,1,1
8,1,IBEX,8,2007-02-23,14767.1,-0.16,-1,-1
9,1,IBEX,9,2007-02-26,14856.1,0.6,1,1
10,1,IBEX,10,2007-02-27,14408.3,-3.01,-1,-1
11,1,IBEX,11,2007-02-28,14248.4,-1.11,-1,1
12,1,IBEX,12,2007-03-01,14064.9,-1.29,-1,-1
13,1,IBEX,13,2007-03-02,13962.2,-0.73,-1,1
14,1,IBEX,14,2007-03-05,13749.1,-1.53,-1,1
15,1,IBEX,15,2007-03-06,13825.9,0.56,1,-1
16,1,IBEX,16,2007-03-07,13912.7,0.63,1,1
17,1,IBEX,17,2007-03-08,14194.0,2.02,1,1
18,1,IBEX,18,2007-03-09,14257.2,0.45,1,-1
19,1,IBEX,19,2007-03-12,14146.5,-0.78,-1,-1
20,1,IBEX,20,2007-03-13,13982.9,-1.16,-1,1
21,1,IBEX,21,2007-03-14,13602.4,-2.72,-1,-1
22,1,IBEX,22,2007-03-15,13940.4,2.48,1,1
23,1,IBEX,23,2007-03-16,13977.4,0.27,1,-1
24,1,IBEX,24,2007-03-19,14250.2,1.95,1,1
25,1,IBEX,25,2007-03-20,14323.2,0.51,1,-1
26,1,IBEX,26,2007-03-21,14310.5,-0.09,-1,1
27,1,IBEX,27,2007-03-22,14490.1,1.26,1,-1
28,1,IBEX,28,2007-03-23,14545.7,0.38,1,1
29,1,IBEX,29,2007-03-26,14469.6,-0.52,-1,1
30,1,IBEX,30,2007-03-27,14536.8,0.46,1,-1
31,2,IBEX,1,2007-03-27,14536.8,0.46,1,-1
32,2,IBEX,2,2007-03-28,14483.0,-0.37,-1,-1
33,2,IBEX,3,2007-03-29,14605.3,0.84,1,-1
34,2,IBEX,4,2007-03-30,14641.7,0.25,1,1
35,2,IBEX,5,2007-04-02,14730.8,0.61,1,1
36,2,IBEX,6,2007-04-03,14953.2,1.51,1,-1
37,2,IBEX,7,2007-04-04,14943.1,-0.07,-1,-1
38,2,IBEX,8,2007-04-05,14974.9,0.21,1,1
39,2,IBEX,9,2007-04-10,15005.5,0.2,1,-1
40,2,IBEX,10,2007-04-11,14997.6,-0.05,-1,-1
41,2,IBEX,11,2007-04-12,14883.0,-0.76,-1,-1
42,2,IBEX,12,2007-04-13,14965.3,0.55,1,1
43,2,IBEX,13,2007-04-16,15020.8,0.37,1,-1
44,2,IBEX,14,2007-04-17,14966.0,-0.36,-1,1
45,2,IBEX,15,2007-04-18,14870.4,-0.64,-1,1
46,2,IBEX,16,2007-04-19,14821.7,-0.33,-1,-1
47,2,IBEX,17,2007-04-20,15080.9,1.75,1,-1
48,2,IBEX,18,2007-04-23,14987.1,-0.62,-1,-1
49,2,IBEX,19,2007-04-24,14578.7,-2.73,-1,-1
50,2,IBEX,20,2007-04-25,14620.4,0.29,1,1
51,2,IBEX,21,2007-04-26,14611.0,-0.06,-1,-1
52,2,IBEX,22,2007-04-27,14403.6,-1.42,-1,1
53,2,IBEX,23,2007-04-30,14374.6,-0.2,-1,1
54,2,IBEX,24,2007-05-02,14416.9,0.29,1,-1
55,2,IBEX,25,2007-05-03,14395.6,-0.15,-1,-1
56,2,IBEX,26,2007-05-04,14620.3,1.56,1,-1
57,2,IBEX,27,2007-05-07,14672.1,0.35,1,-1
58,2,IBEX,28,2007-05-08,14556.7,-0.79,-1,1
59,2,IBEX,29,2007-05-09,14609.4,0.36,1,1
60,2,IBEX,30,2007-05-10,14575.4,-0.23,-1,-1
61,3,IBEX,1,2008-01-16,13817.1,-0.92,-1,-1
62,3,IBEX,2,2008-01-17,13775.6,-0.3,-1,1
63,3,IBEX,3,2008-01-18,13655.4,-0.87,-1,1
64,3,IBEX,4,2008-01-21,12625.8,-7.54,-1,1
65,3,IBEX,5,2008-01-22,12839.7,1.69,1,1
66,3,IBEX,6,2008-01-23,12254.6,-4.56,-1,-1
67,3,IBEX,7,2008-01-24,13106.7,6.95,1,1
68,3,IBEX,8,2008-01-25,13141.1,0.26,1,-1
69,3,IBEX,9,2008-01-28,13026.7,-0.87,-1,-1
70,3,IBEX,10,2008-01-29,13246.6,1.69,1,-1
71,3,IBEX,11,2008-01-30,13217.1,-0.22,-1,-1
72,3,IBEX,12,2008-01-31,13229.0,0.09,1,1
73,3,IBEX,13,2008-02-01,13494.7,2.01,1,1
74,3,IBEX,14,2008-02-04,13515.7,0.16,1,1
75,3,IBEX,15,2008-02-05,12814.7,-5.19,-1,-1
76,3,IBEX,16,2008-02-06,13037.3,1.74,1,-1
77,3,IBEX,17,2008-02-07,12889.5,-1.13,-1,1
78,3,IBEX,18,2008-02-08,12934.8,0.35,1,1
79,3,IBEX,19,2008-02-11,12818.8,-0.9,-1,-1
80,3,IBEX,20,2008-02-12,13254.7,3.4,1,1
81,3,IBEX,21,2008-02-13,13266.7,0.09,1,-1
82,3,IBEX,22,2008-02-14,13313.2,0.35,1,1
83,3,IBEX,23,2008-02-15,13073.9,-1.8,-1,1
84,3,IBEX,24,2008-02-18,13312.2,1.82,1,1
85,3,IBEX,25,2008-02-19,13269.7,-0.32,-1,-1
86,3,IBEX,26,2008-02-20,13080.4,-1.43,-1,-1
87,3,IBEX,27,2008-02-21,13173.0,0.71,1,1
88,3,IBEX,28,2008-02-22,13017.5,-1.18,-1,-1
89,3,IBEX,29,2008-02-25,13156.6,1.07,1,-1
90,3,IBEX,30,2008-02-26,13436.6,2.13,1,-1
91,4,IBEX,1,2008-02-26,13436.6,2.13,1,-1
92,4,IBEX,2,2008-02-27,13454.3,0.13,1,1
93,4,IBEX,3,2008-02-28,13395.6,-0.44,-1,1
94,4,IBEX,4,2008-02-29,13170.4,-1.68,-1,-1
95,4,IBEX,5,2008-03-03,12862.5,-2.34,-1,1
96,4,IBEX,6,2008-03-04,12630.1,-1.81,-1,-1
97,4,IBEX,7,2008-03-05,12948.1,2.52,1,1
98,4,IBEX,8,2008-03-06,12803.3,-1.12,-1,1
99,4,IBEX,9,2008-03-07,12691.3,-0.87,-1,1
100,4,IBEX,10,2008-03-10,12655.0,-0.29,-1,1
101,4,IBEX,11,2008-03-11,13056.1,3.17,1,-1
102,4,IBEX,12,2008-03-12,13131.3,0.58,1,1
103,4,IBEX,13,2008-03-13,13073.2,-0.44,-1,-1
104,4,IBEX,14,2008-03-14,13021.4,-0.4,-1,-1
105,4,IBEX,15,2008-03-17,12656.0,-2.81,-1,1
106,4,IBEX,16,2008-03-18,13030.5,2.96,1,-1
107,4,IBEX,17,2008-03-19,12964.7,-0.5,-1,1
108,4,IBEX,18,2008-03-20,12964.2,0.0,-1,-1
109,4,IBEX,19,2008-03-25,13434.2,3.63,1,1
110,4,IBEX,20,2008-03-26,13403.0,-0.23,-1,-1
111,4,IBEX,21,2008-03-27,13537.9,1.01,1,1
112,4,IBEX,22,2008-03-28,13442.4,-0.71,-1,1
113,4,IBEX,23,2008-03-31,13269.0,-1.29,-1,-1
114,4,IBEX,24,2008-04-01,13699.1,3.24,1,1
115,4,IBEX,25,2008-04-02,13838.7,1.02,1,1
116,4,IBEX,26,2008-04-03,13738.9,-0.72,-1,-1
117,4,IBEX,27,2008-04-04,13846.4,0.78,1,-1
118,4,IBEX,28,2008-04-07,13919.6,0.53,1,1
119,4,IBEX,29,2008-04-08,13759.4,-1.15,-1,-1
120,4,IBEX,30,2008-04-09,13599.0,-1.17,-1,1
121,5,DJI,1,2006-04-12,11130.0,0.36,1,1
122,5,DJI,2,2006-04-13,11137.7,0.07,1,1
123,5,DJI,3,2006-04-17,11073.8,-0.57,-1,-1
124,5,DJI,4,2006-04-18,11268.8,1.76,1,1
125,5,DJI,5,2006-04-19,11278.8,0.09,1,1
126,5,DJI,6,2006-04-20,11342.9,0.57,1,-1
127,5,DJI,7,2006-04-21,11347.5,0.04,1,1
128,5,DJI,8,2006-04-24,11336.3,-0.1,-1,-1
129,5,DJI,9,2006-04-25,11283.2,-0.47,-1,-1
130,5,DJI,10,2006-04-26,11354.5,0.63,1,1
131,5,DJI,11,2006-04-27,11382.5,0.25,1,-1
132,5,DJI,12,2006-04-28,11367.1,-0.14,-1,-1
133,5,DJI,13,2006-05-01,11343.3,-0.21,-1,-1
134,5,DJI,14,2006-05-02,11416.5,0.64,1,-1
135,5,DJI,15,2006-05-03,11400.3,-0.14,-1,1
136,5,DJI,16,2006-05-04,11438.9,0.34,1,1
137,5,DJI,17,2006-05-05,11577.7,1.21,1,1
138,5,DJI,18,2006-05-08,11584.5,0.06,1,1
139,5,DJI,19,2006-05-09,11639.8,0.48,1,1
140,5,DJI,20,2006-05-10,11642.7,0.02,1,1
141,5,DJI,21,2006-05-11,11500.7,-1.22,-1,-1
142,5,DJI,22,2006-05-12,11381.0,-1.04,-1,1
143,5,DJI,23,2006-05-15,11428.8,0.42,1,-1
144,5,DJI,24,2006-05-16,11419.9,-0.08,-1,1
145,5,DJI,25,2006-05-17,11205.6,-1.88,-1,1
146,5,DJI,26,2006-05-18,11128.3,-0.69,-1,-1
147,5,DJI,27,2006-05-19,11144.1,0.14,1,1
148,5,DJI,28,2006-05-22,11125.3,-0.17,-1,1
149,5,DJI,29,2006-05-23,11098.3,-0.24,-1,-1
150,5,DJI,30,2006-05-24,11117.3,0.17,1,-1
151,6,DJI,1,2006-07-03,11228.0,0.7,1,-1
152,6,DJI,2,2006-07-05,11151.8,-0.68,-1,1
153,6,DJI,3,2006-07-06,11225.3,0.66,1,1
154,6,DJI,4,2006-07-07,11090.7,-1.2,-1,1
155,6,DJI,5,2006-07-10,11103.5,0.12,1,-1
156,6,DJI,6,2006-07-11,11134.8,0.28,1,-1
157,6,DJI,7,2006-07-12,11013.2,-1.09,-1,1
158,6,DJI,8,2006-07-13,10846.3,-1.52,-1,1
159,6,DJI,9,2006-07-14,10739.3,-0.99,-1,1
160,6,DJI,10,2006-07-17,10747.4,0.07,1,1
161,6,DJI,11,2006-07-18,10799.2,0.48,1,-1
162,6,DJI,12,2006-07-19,11011.4,1.96,1,1
163,6,DJI,13,2006-07-20,10928.1,-0.76,-1,-1
164,6,DJI,14,2006-07-21,10868.4,-0.55,-1,1
165,6,DJI,15,2006-07-24,11051.0,1.68,1,-1
166,6,DJI,16,2006-07-25,11103.7,0.48,1,1
167,6,DJI,17,2006-07-26,11102.5,-0.01,-1,1
168,6,DJI,18,2006-07-27,11100.4,-0.02,-1,1
169,6,DJI,19,2006-07-28,11219.7,1.07,1,1
170,6,DJI,20,2006-07-31,11185.7,-0.3,-1,1
171,6,DJI,21,2006-08-01,11125.7,-0.54,-1,-1
172,6,DJI,22,2006-08-02,11199.9,0.67,1,-1
173,6,DJI,23,2006-08-03,11242.6,0.38,1,-1
174,6,DJI,24,2006-08-04,11240.3,-0.02,-1,1
175,6,DJI,25,2006-08-07,11219.4,-0.19,-1,-1
176,6,DJI,26,2006-08-08,11173.6,-0.41,-1,-1
177,6,DJI,27,2006-08-09,11076.2,-0.87,-1,-1
178,6,DJI,28,2006-08-10,11124.4,0.44,1,-1
179,6,DJI,29,2006-08-11,11088.0,-0.33,-1,1
180,6,DJI,30,2006-08-14,11097.9,0.09,1,-1
181,7,DJI,1,2006-11-07,12156.8,0.42,1,-1
182,7,DJI,2,2006-11-08,12176.5,0.16,1,-1
183,7,DJI,3,2006-11-09,12103.3,-0.6,-1,-1
184,7,DJI,4,2006-11-10,12108.4,0.04,1,1
185,7,DJI,5,2006-11-13,12131.9,0.19,1,-1
186,7,DJI,6,2006-11-14,12218.0,0.71,1,-1
187,7,DJI,7,2006-11-15,12251.7,0.28,1,1
188,7,DJI,8,2006-11-16,12305.8,0.44,1,1
189,7,DJI,9,2006-11-17,12342.6,0.3,1,1
190,7,DJI,10,2006-11-20,12316.5,-0.21,-1,-1
191,7,DJI,11,2006-11-21,12321.6,0.04,1,1
192,7,DJI,12,2006-11-22,12327.0,0.04,1,1
193,7,DJI,13,2006-11-24,12280.2,-0.38,-1,1
194,7,DJI,14,2006-11-27,12121.7,-1.29,-1,1
195,7,DJI,15,2006-11-28,12136.5,0.12,1,1
196,7,DJI,16,2006-11-29,12226.7,0.74,1,1
197,7,DJI,17,2006-11-30,12221.9,-0.04,-1,-1
198,7,DJI,18,2006-12-01,12194.1,-0.23,-1,-1
199,7,DJI,19,2006-12-04,12283.8,0.74,1,-1
200,7,DJI,20,2006-12-05,12331.6,0.39,1,-1
201,7,DJI,21,2006-12-06,12309.2,-0.18,-1,-1
202,7,DJI,22,2006-12-07,12278.4,-0.25,-1,1
203,7,DJI,23,2006-12-08,12307.5,0.24,1,1
204,7,DJI,24,2006-12-11,12328.5,0.17,1,-1
205,7,DJI,25,2006-12-12,12315.6,-0.1,-1,-1
206,7,DJI,26,2006-12-13,12317.5,0.02,1,-1
207,7,DJI,27,2006-12-14,12416.8,0.81,1,1
208,7,DJI,28,2006-12-15,12445.5,0.23,1,1
209,7,DJI,29,2006-12-18,12441.3,-0.03,-1,1
210,7,DJI,30,2006-12-19,12471.3,0.24,1,-1
211,8,DJI,1,2007-05-14,13346.8,0.15,1,-1
212,8,DJI,2,2007-05-15,13383.8,0.28,1,-1
213,8,DJI,3,2007-05-16,13487.5,0.77,1,-1
214,8,DJI,4,2007-05-17,13476.7,-0.08,-1,-1
215,8,DJI,5,2007-05-18,13556.5,0.59,1,1
216,8,DJI,6,2007-05-21,13542.9,-0.1,-1,-1
217,8,DJI,7,2007-05-22,13540.0,-0.02,-1,-1
218,8,DJI,8,2007-05-23,13525.7,-0.11,-1,-1
219,8,DJI,9,2007-05-24,13441.1,-0.62,-1,-1
220,8,DJI,10,2007-05-25,13507.3,0.49,1,1
221,8,DJI,11,2007-05-29,13521.3,0.1,1,1
222,8,DJI,12,2007-05-30,13633.1,0.83,1,1
223,8,DJI,13,2007-05-31,13627.6,-0.04,-1,1
224,8,DJI,14,2007-06-01,13668.1,0.3,1,-1
225,8,DJI,15,2007-06-04,13676.3,0.06,1,-1
226,8,DJI,16,2007-06-05,13595.5,-0.59,-1,1
227,8,DJI,17,2007-06-06,13465.7,-0.95,-1,-1
228,8,DJI,18,2007-06-07,13266.7,-1.48,-1,-1
229,8,DJI,19,2007-06-08,13424.4,1.19,1,-1
230,8,DJI,20,2007-06-11,13425.0,0.0,1,-1
231,8,DJI,21,2007-06-12,13295.0,-0.97,-1,-1
232,8,DJI,22,2007-06-13,13482.3,1.41,1,1
233,8,DJI,23,2007-06-14,13553.7,0.53,1,-1
234,8,DJI,24,2007-06-15,13639.5,0.63,1,1
235,8,DJI,25,2007-06-18,13613.0,-0.19,-1,-1
236,8,DJI,26,2007-06-19,13635.4,0.16,1,1
237,8,DJI,27,2007-06-20,13489.4,-1.07,-1,1
238,8,DJI,28,2007-06-21,13545.8,0.42,1,1
239,8,DJI,29,2007-06-22,13360.3,-1.37,-1,1
240,8,DJI,30,2007-06-25,13352.0,-0.06,-1,-1
241,9,DAX,1,2007-02-19,6987.08,0.43,1,-1
242,9,DAX,2,2007-02-20,6982.91,-0.06,-1,-1
243,9,DAX,3,2007-02-21,6941.66,-0.59,-1,1
244,9,DAX,4,2007-02-22,6973.73,0.46,1,1
245,9,DAX,5,2007-02-23,6992.58,0.27,1,1
246,9,DAX,6,2007-02-26,7027.59,0.5,1,1
247,9,DAX,7,2007-02-27,6819.65,-2.96,-1,1
248,9,DAX,8,2007-02-28,6715.44,-1.53,-1,1
249,9,DAX,9,2007-03-01,6640.24,-1.12,-1,1
250,9,DAX,10,2007-03-02,6603.32,-0.56,-1,1
251,9,DAX,11,2007-03-05,6534.57,-1.04,-1,-1
252,9,DAX,12,2007-03-06,6595.0,0.92,1,-1
253,9,DAX,13,2007-03-07,6617.75,0.34,1,-1
254,9,DAX,14,2007-03-08,6713.23,1.44,1,1
255,9,DAX,15,2007-03-09,6716.52,0.05,1,-1
256,9,DAX,16,2007-03-12,6715.49,-0.02,-1,1
257,9,DAX,17,2007-03-13,6623.99,-1.36,-1,1
258,9,DAX,18,2007-03-14,6447.7,-2.66,-1,-1
259,9,DAX,19,2007-03-15,6585.47,2.14,1,-1
260,9,DAX,20,2007-03-16,6579.87,-0.09,-1,1
261,9,DAX,21,2007-03-19,6671.41,1.39,1,-1
262,9,DAX,22,2007-03-20,6700.29,0.43,1,1
263,9,DAX,23,2007-03-21,6712.06,0.18,1,-1
264,9,DAX,24,2007-03-22,6856.96,2.16,1,1
265,9,DAX,25,2007-03-23,6899.06,0.61,1,1
266,9,DAX,26,2007-03-26,6828.82,-1.02,-1,-1
267,9,DAX,27,2007-03-27,6858.34,0.43,1,1
268,9,DAX,28,2007-03-28,6816.89,-0.6,-1,-1
269,9,DAX,29,2007-03-29,6897.08,1.18,1,1
270,9,DAX,30,2007-03-30,6917.03,0.29,1,1
271,10,DAX,1,2007-05-02,7455.93,0.64,1,1
272,10,DAX,2,2007-05-03,7476.69,0.28,1,1
273,10,DAX,3,2007-05-04,7516.76,0.54,1,-1
274,10,DAX,4,2007-05-07,7525.69,0.12,1,1
275,10,DAX,5,2007-05-08,7442.2,-1.11,-1,-1
276,10,DAX,6,2007-05-09,7475.99,0.45,1,1
277,10,DAX,7,2007-05-10,7415.33,-0.81,-1,-1
278,10,DAX,8,2007-05-11,7479.34,0.86,1,1
279,10,DAX,9,2007-05-14,7459.61,-0.26,-1,-1
280,10,DAX,10,2007-05-15,7505.35,0.61,1,-1
281,10,DAX,11,2007-05-16,7481.25,-0.32,-1,-1
282,10,DAX,12,2007-05-17,7499.5,0.24,1,-1
283,10,DAX,13,2007-05-18,7607.54,1.44,1,-1
284,10,DAX,14,2007-05-21,7619.31,0.15,1,-1
285,10,DAX,15,2007-05-22,7659.39,0.53,1,-1
286,10,DAX,16,2007-05-23,7735.88,1.0,1,-1
287,10,DAX,17,2007-05-24,7697.38,-0.5,-1,-1
288,10,DAX,18,2007-05-25,7739.2,0.54,1,1
289,10,DAX,19,2007-05-29,7781.04,0.54,1,-1
290,10,DAX,20,2007-05-30,7764.97,-0.21,-1,-1
291,10,DAX,21,2007-05-31,7883.04,1.52,1,1
292,10,DAX,22,2007-06-01,7987.85,1.33,1,1
293,10,DAX,23,2007-06-04,7976.79,-0.14,-1,-1
294,10,DAX,24,2007-06-05,7919.83,-0.71,-1,-1
295,10,DAX,25,2007-06-06,7730.05,-2.4,-1,1
296,10,DAX,26,2007-06-07,7618.61,-1.44,-1,-1
297,10,DAX,27,2007-06-08,7590.5,-0.37,-1,-1
298,10,DAX,28,2007-06-11,7706.1,1.52,1,-1
299,10,DAX,29,2007-06-12,7678.26,-0.36,-1,1
300,10,DAX,30,2007-06-13,7680.76,0.03,1,1
301,11,IBEX,1,2007-07-31,14802.4,2.03,1,1
302,11,IBEX,2,2007-08-01,14595.7,-1.4,-1,-1
303,11,IBEX,3,2007-08-02,14678.6,0.57,1,1
304,11,IBEX,4,2007-08-03,14534.3,-0.98,-1,-1
305,11,IBEX,5,2007-08-06,14432.1,-0.7,-1,-1
306,11,IBEX,6,2007-08-07,14652.9,1.53,1,1
307,11,IBEX,7,2007-08-08,15004.2,2.4,1,1
308,11,IBEX,8,2007-08-09,14838.3,-1.11,-1,1
309,11,IBEX,9,2007-08-10,14453.9,-2.59,-1,1
310,11,IBEX,10,2007-08-13,14731.8,1.92,1,1
311,11,IBEX,11,2007-08-14,14553.1,-1.21,-1,1
312,11,IBEX,12,2007-08-15,14520.5,-0.22,-1,-1
313,11,IBEX,13,2007-08-16,13979.7,-3.72,-1,-1
314,11,IBEX,14,2007-08-17,14237.5,1.84,1,1
315,11,IBEX,15,2007-08-20,14269.1,0.22,1,-1
316,11,IBEX,16,2007-08-21,14239.8,-0.21,-1,-1
317,11,IBEX,17,2007-08-22,14359.2,0.84,1,1
318,11,IBEX,18,2007-08-23,14292.5,-0.46,-1,-1
319,11,IBEX,19,2007-08-24,14334.4,0.29,1,1
320,11,IBEX,20,2007-08-27,14305.5,-0.2,-1,1
321,11,IBEX,21,2007-08-28,14124.8,-1.26,-1,-1
322,11,IBEX,22,2007-08-29,14183.6,0.42,1,-1
323,11,IBEX,23,2007-08-30,14313.4,0.92,1,1
324,11,IBEX,24,2007-08-31,14479.8,1.16,1,1
325,11,IBEX,25,2007-09-03,14546.9,0.46,1,1
326,11,IBEX,26,2007-09-04,14590.1,0.3,1,-1
327,11,IBEX,27,2007-09-05,14240.1,-2.4,-1,-1
328,11,IBEX,28,2007-09-06,14198.4,-0.29,-1,1
329,11,IBEX,29,2007-09-07,13873.4,-2.29,-1,-1
330,11,IBEX,30,2007-09-10,13726.3,-1.06,-1,1
331,12,IBEX,1,2007-11-29,15656.6,0.58,1,1
332,12,IBEX,2,2007-11-30,15759.9,0.66,1,1
333,12,IBEX,3,2007-12-03,15735.0,-0.16,-1,-1
334,12,IBEX,4,2007-12-04,15708.2,-0.17,-1,-1
335,12,IBEX,5,2007-12-05,15802.2,0.6,1,1
336,12,IBEX,6,2007-12-06,15695.9,-0.67,-1,-1
337,12,IBEX,7,2007-12-07,15819.6,0.79,1,-1
338,12,IBEX,8,2007-12-10,15832.7,0.08,1,1
339,12,IBEX,9,2007-12-11,15890.5,0.37,1,1
340,12,IBEX,10,2007-12-12,15860.0,-0.19,-1,1
341,12,IBEX,11,2007-12-13,15499.2,-2.27,-1,-1
342,12,IBEX,12,2007-12-14,15575.7,0.49,1,-1
343,12,IBEX,13,2007-12-17,15318.5,-1.65,-1,-1
344,12,IBEX,14,2007-12-18,15282.1,-0.24,-1,1
345,12,IBEX,15,2007-12-19,15177.1,-0.69,-1,-1
346,12,IBEX,16,2007-12-20,15140.2,-0.24,-1,-1
347,12,IBEX,17,2007-12-21,15289.3,0.98,1,1
348,12,IBEX,18,2007-12-27,15256.2,-0.22,-1,-1
349,12,IBEX,19,2007-12-28,15182.3,-0.48,-1,1
350,12,IBEX,20,2008-01-02,15002.5,-1.18,-1,-1
351,12,IBEX,21,2008-01-03,14856.5,-0.97,-1,1
352,12,IBEX,22,2008-01-04,14602.3,-1.71,-1,1
353,12,IBEX,23,2008-01-07,14667.0,0.44,1,1
354,12,IBEX,24,2008-01-08,14715.8,0.33,1,1
355,12,IBEX,25,2008-01-09,14603.5,-0.76,-1,1
356,12,IBEX,26,2008-01-10,14524.0,-0.54,-1,1
357,12,IBEX,27,2008-01-11,14458.0,-0.45,-1,-1
358,12,IBEX,28,2008-01-14,14431.9,-0.18,-1,-1
359,12,IBEX,29,2008-01-15,13945.2,-3.37,-1,1
360,12,IBEX,30,2008-01-16,13817.1,-0.92,-1,-1
361,13,IBEX,1,2008-05-21,13857.2,-0.96,-1,1
362,13,IBEX,2,2008-05-22,13852.0,-0.04,-1,1
363,13,IBEX,3,2008-05-23,13577.6,-1.98,-1,-1
364,13,IBEX,4,2008-05-26,13583.7,0.04,1,1
365,13,IBEX,5,2008-05-27,13451.4,-0.97,-1,1
366,13,IBEX,6,2008-05-28,13499.2,0.36,1,1
367,13,IBEX,7,2008-05-29,13539.5,0.3,1,-1
368,13,IBEX,8,2008-05-30,13600.9,0.45,1,1
369,13,IBEX,9,2008-06-03,13431.7,-1.24,-1,-1
370,13,IBEX,10,2008-06-04,13341.2,-0.67,-1,-1
371,13,IBEX,11,2008-06-05,13239.3,-0.76,-1,-1
372,13,IBEX,12,2008-06-06,12909.8,-2.49,-1,-1
373,13,IBEX,13,2008-06-09,12823.9,-0.67,-1,1
374,13,IBEX,14,2008-06-10,12755.2,-0.54,-1,1
375,13,IBEX,15,2008-06-11,12584.3,-1.34,-1,-1
376,13,IBEX,16,2008-06-12,12853.3,2.14,1,1
377,13,IBEX,17,2008-06-13,12998.7,1.13,1,-1
378,13,IBEX,18,2008-06-16,12826.6,-1.32,-1,-1
379,13,IBEX,19,2008-06-17,12885.1,0.46,1,1
380,13,IBEX,20,2008-06-18,12631.5,-1.97,-1,-1
381,13,IBEX,21,2008-06-19,12585.0,-0.37,-1,-1
382,13,IBEX,22,2008-06-20,12412.5,-1.37,-1,-1
383,13,IBEX,23,2008-06-23,12403.4,-0.07,-1,1
384,13,IBEX,24,2008-06-24,12205.6,-1.59,-1,1
