User_ID,phenotype_kmeans,phi_star,n,match_rate_real,match_rate_shuffled,match_rate_delta,H_Dphi_real,H_Dphi_shuffled,H_Dphi_delta,I_Dphi;g_real,I_Dphi;g_shuffled,I_Dphi;g_delta,I_Dphi;TS_quad_real,I_Dphi;TS_quad_shuffled,I_Dphi;TS_quad_delta
482,Undefined,Envious,15,0.8,0.58,0.22000000000000008,0.7700179295836611,0.9899702179613189,-0.2199522883776578,0.4812853965915749,0.21062281283590142,0.2706625837556734,0.230170124720824,0.07135434701243036,0.1588157777083936
485,Envious,Envious,15,0.8,0.5933333333333332,0.2066666666666669,0.7700179295836611,1.0095583576107194,-0.23954042802705833,0.14274092563899599,0.1315141692953504,0.011226756343645589,0.17318659323593433,0.08449318593295149,0.08869340730298284
486,Optimist,Optimist,15,0.7333333333333333,0.4600000000000001,0.2733333333333332,0.884730576637466,1.0089788708560503,-0.1242482942185843,0.20489174043397052,0.20015410455639288,0.0047376358775776395,0.14511861028465323,0.055776458136321636,0.08934215214833159
487,Pessimist,Pessimist,15,0.8,0.49999999999999994,0.3000000000000001,0.7700179295836611,1.0067069587067172,-0.23668902912305612,0.05973342578322727,0.2113157377506765,-0.15158231196744923,0.011129695569856546,0.04654825088386938,-0.035418555314012834
488,Envious,Envious,15,1.0,0.88,0.12,0.0,0.5531394071242839,-0.5531394071242839,0.0,0.23666818271573262,-0.23666818271573262,0.0,0.10696800434333605,-0.10696800434333605
489,Optimist,Optimist,15,0.8666666666666667,0.54,0.32666666666666666,0.6145993412492041,0.9702062579715307,-0.3556069167223266,0.1991911729311095,0.2301568320769135,-0.030965659145804014,0.1991911729311095,0.0547358733739926,0.1444552995571169
490,Trustful,Trustful,15,0.8,0.8000000000000002,-1.1102230246251565e-16,0.7700179295836611,0.7700179295836612,-1.1102230246251565e-16,0.2998622285619428,0.22433182121238113,0.07553040734956165,-0.03919613790770804,0.10662019384986743,-0.14581633175757547
491,Envious,Envious,15,0.8666666666666667,0.6733333333333335,0.19333333333333325,0.6145993412492041,0.9383789411248038,-0.3237795998755997,0.20142717171237529,0.36779539282826146,-0.16636822111588617,0.0941178067499212,0.1873255602639592,-0.09320775351403798
492,Trustful,Trustful,15,0.8666666666666667,0.8666666666666667,0.0,0.6145993412492041,0.6145993412492043,-2.220446049250313e-16,0.1687455053341711,0.17495081322120354,-0.006205307887032441,0.1687455053341711,0.1302116792616383,0.038533826072532806
493,Optimist,Optimist,15,0.7333333333333333,0.5333333333333334,0.19999999999999984,0.884730576637466,0.9932490312046163,-0.10851845456715026,0.6529815751302693,0.2667123102936429,0.38626926483662644,0.20489174043397052,0.1346563401147578,0.07023540031921272
494,Trustful,Trustful,15,0.6,0.6000000000000003,-3.3306690738754696e-16,1.0190404291509674,1.0190404291509676,-2.220446049250313e-16,0.4222090928032406,0.38646476181626715,0.03574433098697344,0.10745259144027508,0.1321432690520165,-0.02469067761174143
495,Undefined,Optimist,18,0.5555555555555556,0.46666666666666656,0.08888888888888902,1.0311509220851378,1.0056778430608313,0.02547307902430651,0.2861978632423614,0.30037007588081294,-0.014172212638451531,0.11844508498381279,0.06314990444269139,0.0552951805411214
496,Trustful,Trustful,18,0.6666666666666666,0.6666666666666666,0.0,0.9583706963014053,0.958370696301405,2.220446049250313e-16,0.3646036108166556,0.20886099131441951,0.15574261950223608,0.16174336334980943,0.06639223062830224,0.09535113272150719
497,Pessimist,Pessimist,18,0.8333333333333334,0.5000000000000001,0.33333333333333326,0.6900972838952698,1.014734503583504,-0.3246372196882342,0.380313923188724,0.2317911468650047,0.14852277632371927,0.380313923188724,0.04099915536244089,0.3393147678262831
